#time(s)	value
8.413930e+01	8.828586e-01
8.472390e+01	8.824974e-01
8.531260e+01	8.821415e-01
8.590530e+01	8.817916e-01
8.650220e+01	8.814478e-01
8.710320e+01	8.811105e-01
8.770830e+01	8.807801e-01
8.831770e+01	8.804570e-01
8.893130e+01	8.801413e-01
8.954910e+01	8.798336e-01
9.017120e+01	8.795340e-01
9.079760e+01	8.792429e-01
9.142840e+01	8.789605e-01
9.206350e+01	8.786872e-01
9.270300e+01	8.784232e-01
9.334700e+01	8.781687e-01
9.399550e+01	8.779240e-01
9.464840e+01	8.776894e-01
9.530580e+01	8.774651e-01
9.596790e+01	8.772512e-01
9.663450e+01	8.770480e-01
9.730570e+01	8.768557e-01
9.798160e+01	8.766745e-01
9.866210e+01	8.765045e-01
9.934740e+01	8.763459e-01
1.000370e+02	8.761990e-01
1.007320e+02	8.760637e-01
1.014320e+02	8.759401e-01
1.021360e+02	8.758287e-01
1.028460e+02	8.757292e-01
1.035600e+02	8.756420e-01
1.042790e+02	8.755671e-01
1.050030e+02	8.755045e-01
1.057330e+02	8.754543e-01
1.064670e+02	8.754167e-01
1.072060e+02	8.753916e-01
1.079510e+02	8.753790e-01
1.087010e+02	8.753792e-01
1.094550e+02	8.753919e-01
1.102150e+02	8.754173e-01
1.109810e+02	8.754555e-01
1.117520e+02	8.755062e-01
1.125280e+02	8.755697e-01
1.133090e+02	8.756457e-01
1.140960e+02	8.757343e-01
1.148880e+02	8.758355e-01
1.156860e+02	8.759492e-01
1.164890e+02	8.760753e-01
1.172980e+02	8.762138e-01
1.181120e+02	8.763645e-01
1.189320e+02	8.765274e-01
1.197580e+02	8.767026e-01
1.205900e+02	8.768898e-01
1.214270e+02	8.770887e-01
1.222700e+02	8.772994e-01
1.231190e+02	8.775219e-01
1.239740e+02	8.777558e-01
1.248350e+02	8.780012e-01
1.257010e+02	8.782575e-01
1.265740e+02	8.785251e-01
1.274530e+02	8.788036e-01
1.283380e+02	8.790928e-01
1.292290e+02	8.793924e-01
1.301260e+02	8.797024e-01
1.310290e+02	8.800224e-01
1.319390e+02	8.803526e-01
1.328550e+02	8.806924e-01
1.337770e+02	8.810416e-01
1.347060e+02	8.814003e-01
1.356410e+02	8.817679e-01
1.365820e+02	8.821441e-01
1.375300e+02	8.825291e-01
1.384850e+02	8.829227e-01
1.394460e+02	8.833240e-01
1.404140e+02	8.837333e-01
1.413890e+02	8.841503e-01
1.423710e+02	8.845748e-01
1.433590e+02	8.850058e-01
1.443540e+02	8.854437e-01
1.453560e+02	8.858881e-01
1.463650e+02	8.863387e-01
1.473810e+02	8.867952e-01
1.484040e+02	8.872573e-01
1.494340e+02	8.877246e-01
1.504710e+02	8.881968e-01
1.515160e+02	8.886740e-01
1.525670e+02	8.891551e-01
1.536260e+02	8.896405e-01
1.546920e+02	8.901295e-01
1.557660e+02	8.906222e-01
1.568470e+02	8.911178e-01
1.579360e+02	8.916164e-01
1.590320e+02	8.921171e-01
1.601360e+02	8.926201e-01
1.612470e+02	8.931246e-01
1.623660e+02	8.936306e-01
1.634930e+02	8.941378e-01
1.646280e+02	8.946459e-01
1.657700e+02	8.951539e-01
1.669210e+02	8.956625e-01
1.680790e+02	8.961704e-01
1.692450e+02	8.966776e-01
1.704200e+02	8.971843e-01
1.716030e+02	8.976895e-01
1.727940e+02	8.981930e-01
1.739930e+02	8.986943e-01
1.752000e+02	8.991931e-01
1.764160e+02	8.996895e-01
1.776400e+02	9.001825e-01
1.788730e+02	9.006724e-01
1.801140e+02	9.011582e-01
1.813640e+02	9.016400e-01
1.826230e+02	9.021175e-01
1.838900e+02	9.025898e-01
1.851660e+02	9.030570e-01
1.864510e+02	9.035188e-01
1.877450e+02	9.039746e-01
1.890470e+02	9.044239e-01
1.903590e+02	9.048669e-01
1.916800e+02	9.053030e-01
1.930100e+02	9.057317e-01
1.943490e+02	9.061527e-01
1.956980e+02	9.065660e-01
1.970560e+02	9.069708e-01
1.984230e+02	9.073669e-01
2.000000e+02	9.078094e-01
