#time(s)	value
7.345139e-02	1.202865e-01
7.498942e-02	1.205558e-01
7.655966e-02	1.208250e-01
7.816278e-02	1.210936e-01
7.979947e-02	1.213614e-01
8.147043e-02	1.216278e-01
8.317638e-02	1.218926e-01
8.491805e-02	1.221553e-01
8.669619e-02	1.224158e-01
8.851156e-02	1.226736e-01
9.036495e-02	1.229284e-01
9.225714e-02	1.231800e-01
9.418896e-02	1.234279e-01
9.616123e-02	1.236721e-01
9.817479e-02	1.239121e-01
1.002305e-01	1.241477e-01
1.023293e-01	1.243787e-01
1.044720e-01	1.246048e-01
1.066596e-01	1.248258e-01
1.088930e-01	1.250415e-01
1.111732e-01	1.252517e-01
1.135011e-01	1.254562e-01
1.158777e-01	1.256548e-01
1.183042e-01	1.258473e-01
1.207814e-01	1.260335e-01
1.233105e-01	1.262134e-01
1.258925e-01	1.263867e-01
1.285287e-01	1.265533e-01
1.312200e-01	1.267131e-01
1.339677e-01	1.268660e-01
1.367729e-01	1.270118e-01
1.396368e-01	1.271505e-01
1.425608e-01	1.272819e-01
1.455459e-01	1.274060e-01
1.485936e-01	1.275228e-01
1.517050e-01	1.276320e-01
1.548817e-01	1.277337e-01
1.581248e-01	1.278279e-01
1.614359e-01	1.279144e-01
1.648162e-01	1.279932e-01
1.682674e-01	1.280642e-01
1.717908e-01	1.281276e-01
1.753881e-01	1.281831e-01
1.790606e-01	1.282308e-01
1.828100e-01	1.282708e-01
1.866380e-01	1.283029e-01
1.905461e-01	1.283272e-01
1.945360e-01	1.283436e-01
1.986095e-01	1.283522e-01
2.027683e-01	1.283530e-01
2.070141e-01	1.283460e-01
2.113489e-01	1.283311e-01
2.157744e-01	1.283085e-01
2.202926e-01	1.282781e-01
2.249055e-01	1.282400e-01
2.296149e-01	1.281942e-01
2.344229e-01	1.281406e-01
2.393316e-01	1.280794e-01
2.443431e-01	1.280106e-01
2.494595e-01	1.279342e-01
2.546830e-01	1.278502e-01
2.600160e-01	1.277587e-01
2.654606e-01	1.276596e-01
2.710192e-01	1.275532e-01
2.766942e-01	1.274393e-01
2.824880e-01	1.273181e-01
2.884032e-01	1.271895e-01
2.944422e-01	1.270537e-01
3.006076e-01	1.269107e-01
3.069022e-01	1.267604e-01
3.133286e-01	1.266031e-01
3.198895e-01	1.264386e-01
3.265878e-01	1.262671e-01
3.334264e-01	1.260886e-01
3.404082e-01	1.259032e-01
3.475362e-01	1.257110e-01
3.548134e-01	1.255119e-01
3.622430e-01	1.253060e-01
3.698282e-01	1.250935e-01
3.775722e-01	1.248743e-01
3.854784e-01	1.246485e-01
3.935501e-01	1.244163e-01
4.017908e-01	1.241775e-01
4.102041e-01	1.239325e-01
4.187936e-01	1.236811e-01
4.275629e-01	1.234234e-01
4.365158e-01	1.231596e-01
4.456562e-01	1.228898e-01
4.549881e-01	1.226139e-01
4.645153e-01	1.223322e-01
4.742420e-01	1.220446e-01
4.841724e-01	1.217513e-01
4.943107e-01	1.214523e-01
5.046613e-01	1.211478e-01
5.152286e-01	1.208379e-01
5.260173e-01	1.205227e-01
5.370318e-01	1.202022e-01
5.482770e-01	1.198767e-01
5.597576e-01	1.195462e-01
5.714786e-01	1.192108e-01
5.834451e-01	1.188707e-01
5.956621e-01	1.185260e-01
6.081350e-01	1.181768e-01
6.208690e-01	1.178233e-01
6.338697e-01	1.174657e-01
6.471426e-01	1.171040e-01
6.606934e-01	1.167385e-01
6.745280e-01	1.163694e-01
6.886523e-01	1.159966e-01
7.030723e-01	1.156206e-01
7.177943e-01	1.152414e-01
7.328245e-01	1.148592e-01
7.481695e-01	1.144741e-01
7.638358e-01	1.140865e-01
7.798301e-01	1.136965e-01
7.961594e-01	1.133043e-01
8.128305e-01	1.129101e-01
8.298508e-01	1.125141e-01
8.472274e-01	1.121166e-01
8.649679e-01	1.117177e-01
8.830799e-01	1.113177e-01
9.015711e-01	1.109168e-01
9.204496e-01	1.105152e-01
9.397233e-01	1.101133e-01
9.594006e-01	1.097111e-01
9.794900e-01	1.093090e-01
1.000000e+00	1.089071e-01
