#time(s)	value
7.345139e-02	5.431119e-02
7.498942e-02	5.452204e-02
7.655966e-02	5.473739e-02
7.816278e-02	5.495681e-02
7.979947e-02	5.517989e-02
8.147043e-02	5.540619e-02
8.317638e-02	5.563531e-02
8.491805e-02	5.586682e-02
8.669619e-02	5.610033e-02
8.851156e-02	5.633543e-02
9.036495e-02	5.657173e-02
9.225714e-02	5.680884e-02
9.418896e-02	5.704637e-02
9.616123e-02	5.728396e-02
9.817479e-02	5.752123e-02
1.002305e-01	5.775781e-02
1.023293e-01	5.799336e-02
1.044720e-01	5.822752e-02
1.066596e-01	5.845995e-02
1.088930e-01	5.869031e-02
1.111732e-01	5.891828e-02
1.135011e-01	5.914353e-02
1.158777e-01	5.936574e-02
1.183042e-01	5.958463e-02
1.207814e-01	5.979987e-02
1.233105e-01	6.001119e-02
1.258925e-01	6.021830e-02
1.285287e-01	6.042093e-02
1.312200e-01	6.061880e-02
1.339677e-01	6.081167e-02
1.367729e-01	6.099927e-02
1.396368e-01	6.118136e-02
1.425608e-01	6.135772e-02
1.455459e-01	6.152811e-02
1.485936e-01	6.169232e-02
1.517050e-01	6.185014e-02
1.548817e-01	6.200136e-02
1.581248e-01	6.214580e-02
1.614359e-01	6.228326e-02
1.648162e-01	6.241358e-02
1.682674e-01	6.253658e-02
1.717908e-01	6.265211e-02
1.753881e-01	6.276002e-02
1.790606e-01	6.286016e-02
1.828100e-01	6.295240e-02
1.866380e-01	6.303662e-02
1.905461e-01	6.311270e-02
1.945360e-01	6.318053e-02
1.986095e-01	6.324002e-02
2.027683e-01	6.329106e-02
2.070141e-01	6.333358e-02
2.113489e-01	6.336751e-02
2.157744e-01	6.339278e-02
2.202926e-01	6.340933e-02
2.249055e-01	6.341710e-02
2.296149e-01	6.341607e-02
2.344229e-01	6.340619e-02
2.393316e-01	6.338744e-02
2.443431e-01	6.335980e-02
2.494595e-01	6.332327e-02
2.546830e-01	6.327783e-02
2.600160e-01	6.322351e-02
2.654606e-01	6.316030e-02
2.710192e-01	6.308823e-02
2.766942e-01	6.300734e-02
2.824880e-01	6.291765e-02
2.884032e-01	6.281920e-02
2.944422e-01	6.271206e-02
3.006076e-01	6.259627e-02
3.069022e-01	6.247191e-02
3.133286e-01	6.233904e-02
3.198895e-01	6.219773e-02
3.265878e-01	6.204809e-02
3.334264e-01	6.189019e-02
3.404082e-01	6.172413e-02
3.475362e-01	6.155002e-02
3.548134e-01	6.136798e-02
3.622430e-01	6.117811e-02
3.698282e-01	6.098053e-02
3.775722e-01	6.077538e-02
3.854784e-01	6.056280e-02
3.935501e-01	6.034291e-02
4.017908e-01	6.011586e-02
4.102041e-01	5.988181e-02
4.187936e-01	5.964091e-02
4.275629e-01	5.939332e-02
4.365158e-01	5.913920e-02
4.456562e-01	5.887873e-02
4.549881e-01	5.861207e-02
4.645153e-01	5.833942e-02
4.742420e-01	5.806094e-02
4.841724e-01	5.777683e-02
4.943107e-01	5.748727e-02
5.046613e-01	5.719247e-02
5.152286e-01	5.689262e-02
5.260173e-01	5.658792e-02
5.370318e-01	5.627858e-02
5.482770e-01	5.596480e-02
5.597576e-01	5.564679e-02
5.714786e-01	5.532478e-02
5.834451e-01	5.499897e-02
5.956621e-01	5.466958e-02
6.081350e-01	5.433683e-02
6.208690e-01	5.400095e-02
6.338697e-01	5.366216e-02
6.471426e-01	5.332068e-02
6.606934e-01	5.297675e-02
6.745280e-01	5.263058e-02
6.886523e-01	5.228242e-02
7.030723e-01	5.193248e-02
7.177943e-01	5.158100e-02
7.328245e-01	5.122822e-02
7.481695e-01	5.087435e-02
7.638358e-01	5.051964e-02
7.798301e-01	5.016431e-02
7.961594e-01	4.980859e-02
8.128305e-01	4.945271e-02
8.298508e-01	4.909690e-02
8.472274e-01	4.874139e-02
8.649679e-01	4.838640e-02
8.830799e-01	4.803215e-02
9.015711e-01	4.767888e-02
9.204496e-01	4.732678e-02
9.397233e-01	4.697610e-02
9.594006e-01	4.662703e-02
9.794900e-01	4.627979e-02
1.000000e+00	4.593459e-02
